| 2015-01-12 |               46 |              43 |              49 |               43 |               63 |              11 |              81 |                1,918 |                2,000 |                 0.00 |                  0.11 |                 2.27 |
| 2015-01-14 |               42 |              39 |              45 |               43 |               63 |              19 |              82 |                1,982 |                1,971 |                 0.00 |                  0.11 |                 1.45 |
| 2015-01-18 |               57 |              43 |              71 |               43 |               63 |               5 |              81 |                1,930 |                2,000 |                 0.00 |                  0.12 |                 2.83 |
| 2015-01-20 |               61 |              45 |              76 |               43 |               63 |              20 |              81 |                1,985 |                2,012 |                 0.00 |                  0.11 |                 1.83 |
| 2015-01-23 |               42 |              39 |              44 |               43 |               63 |              14 |              83 |                1,940 |                1,972 |                 0.03 |                  0.11 |                 2.62 |
| 2015-01-24 |               49 |              35 |              62 |               43 |               63 |              18 |              82 |                1,963 |                1,971 |                 0.00 |                  0.11 |                 1.94 |
| 2015-01-25 |               55 |              40 |              70 |               44 |               63 |              19 |              81 |                1,894 |                1,971 |                 0.00 |                  0.11 |                 2.83 |
| 2015-01-27 |               64 |              47 |              81 |               44 |               64 |              19 |              83 |                1,897 |                1,975 |                 0.00 |                  0.11 |                 2.86 |
| 2015-01-28 |               61 |              43 |              79 |               44 |               64 |              19 |              82 |                1,897 |                1,975 |                 0.00 |                  0.12 |                 0.75 |
| 2015-01-29 |               62 |              49 |              75 |               44 |               64 |              22 |              82 |                1,897 |                1,975 |                 0.00 |                  0.11 |                 1.93 |
| 2015-02-04 |               52 |              42 |              61 |               45 |               65 |              22 |              81 |                1,996 |                1,957 |                 0.16 |                  0.10 |                 2.19 |
| 2015-02-11 |               60 |              44 |              75 |               46 |               66 |              20 |              82 |                1,981 |                1,999 |                 0.00 |                  0.11 |                 1.88 |
| 2015-02-12 |               56 |              46 |              66 |               46 |               66 |               6 |              84 |                1,899 |                1,922 |                 0.00 |                  0.12 |                 2.70 |
| 2015-02-17 |               44 |              34 |              54 |               47 |               67 |              16 |              86 |                1,895 |                1,907 |                 0.00 |                  0.12 |                 0.87 |
| 2015-02-19 |               51 |              37 |              64 |               47 |               67 |              20 |              88 |                1,900 |                1,986 |                 0.00 |                  0.12 |                 1.30 |
| 2015-02-21 |               70 |              65 |              75 |               48 |               67 |              24 |              89 |                1,978 |                1,996 |                 0.00 |                  0.12 |                 1.98 |
| 2015-02-23 |               40 |              34 |              46 |               48 |               68 |              27 |              88 |                1,976 |                1,996 |                 0.02 |                  0.11 |                 1.60 |
| 2015-02-26 |               43 |              31 |              55 |               49 |               69 |              26 |              86 |                1,974 |                1,986 |                 0.00 |                  0.12 |                 1.51 |
| 2015-03-03 |               68 |              56 |              80 |               50 |               70 |              21 |              86 |                1,943 |                1,893 |                 0.00 |                  0.11 |                 1.03 |
| 2015-03-06 |               44 |              30 |              57 |               51 |               71 |              25 |              86 |                1,989 |                1,991 |                 0.00 |                  0.12 |                 1.44 |
| 2015-03-07 |               48 |              35 |              60 |               51 |               71 |              28 |              90 |                1,989 |                1,911 |                 0.00 |                  0.12 |                 1.58 |
| 2015-03-12 |               59 |              55 |              62 |               52 |               72 |              24 |              89 |                1,948 |                1,904 |                 0.33 |                  0.11 |                 4.28 |
| 2015-03-20 |               74 |              66 |              82 |               53 |               74 |              24 |              90 |                1,923 |                1,907 |                 0.02 |                  0.11 |                 7.47 |
| 2015-03-22 |               68 |              60 |              76 |               54 |               75 |              32 |              89 |                1,970 |                1,916 |                 0.00 |                  0.12 |                 2.01 |
| 2015-03-27 |               62 |              44 |              80 |               55 |               76 |              31 |              89 |                1,955 |                1,935 |                 0.00 |                  0.11 |                 3.00 |
| 2015-04-08 |               78 |              71 |              84 |               57 |               78 |              35 |              92 |                1,971 |                1,986 |                 0.00 |                  0.10 |                 3.26 |
| 2015-04-10 |               68 |              61 |              74 |               58 |               79 |              31 |              92 |                1,973 |                1,963 |                 1.74 |                  0.11 |                 2.57 |
| 2015-04-14 |               70 |              64 |              76 |               59 |               79 |              39 |              89 |                1,980 |                1,996 |                 0.12 |                  0.11 |                 3.52 |
| 2015-04-16 |               74 |              65 |              82 |               59 |               80 |              38 |              92 |                1,983 |                1,987 |                 1.66 |                  0.11 |                 4.70 |
| 2015-04-22 |               76 |              67 |              84 |               61 |               81 |              43 |              90 |                1,993 |                2,009 |                 0.00 |                  0.12 |                 1.50 |
| 2015-04-24 |               78 |              71 |              85 |               62 |               81 |              46 |              92 |                1,995 |                1,894 |                 0.00 |                  0.12 |                 2.24 |
| 2015-04-26 |               76 |              67 |              85 |               62 |               82 |              46 |              91 |                1,978 |                1,988 |                 0.00 |                  0.12 |                 3.52 |
| 2015-05-01 |               71 |              57 |              84 |               64 |               83 |              45 |              94 |                1,908 |                1,947 |                 0.00 |                  0.15 |                 4.11 |
| 2015-05-03 |               70 |              57 |              83 |               64 |               83 |              47 |              93 |                1,978 |                1,890 |                 0.00 |                  0.16 |                 5.10 |
| 2015-05-04 |               73 |              61 |              84 |               65 |               84 |              42 |              94 |                2,013 |                1,890 |                 0.00 |                  0.16 |                 1.72 |
| 2015-05-05 |               73 |              63 |              82 |               65 |               84 |              49 |              94 |                1,970 |                1,906 |                 0.13 |                  0.17 |                 3.60 |
| 2015-05-11 |               75 |              69 |              80 |               67 |               85 |              47 |              94 |                1,981 |                1,890 |                 0.28 |                  0.17 |                 2.16 |
| 2015-05-16 |               81 |              73 |              89 |               68 |               86 |              47 |              93 |                1,973 |                2,003 |                 0.00 |                  0.17 |                 2.80 |
| 2015-05-18 |               80 |              73 |              86 |               68 |               87 |              50 |              95 |                1,976 |                1,890 |                 0.24 |                  0.15 |                 6.16 |
| 2015-05-21 |               77 |              71 |              82 |               69 |               88 |              53 |              96 |                1,892 |                2,005 |                 1.08 |                  0.15 |                 5.45 |
| 2015-05-24 |               75 |              69 |              81 |               70 |               88 |              54 |              95 |                1,892 |                1,955 |                 0.56 |                  0.16 |                 3.96 |
| 2015-05-25 |               77 |              66 |              88 |               70 |               88 |              56 |              95 |                1,979 |                1,927 |                 4.34 |                  0.16 |                 4.34 |
| 2015-05-29 |               80 |              70 |              89 |               71 |               89 |              58 |              99 |                1,984 |                1,996 |                 0.01 |                  0.17 |                 4.33 |
| 2015-05-31 |               78 |              69 |              87 |               71 |               90 |              50 |              98 |                1,889 |                1,998 |                 0.00 |                  0.17 |                 3.45 |
| 2015-06-03 |               80 |              69 |              91 |               72 |               90 |              52 |              98 |                1,970 |                1,960 |                 0.00 |                  0.18 |                 3.27 |
| 2015-06-04 |               80 |              69 |              90 |               72 |               90 |              59 |              98 |                1,970 |                2,011 |                 0.00 |                  0.17 |                 3.72 |
| 2015-06-06 |               83 |              72 |              93 |               72 |               91 |              57 |             105 |                1,970 |                2,011 |                 0.00 |                  0.18 |                 2.66 |
| 2015-06-07 |               83 |              72 |              93 |               72 |               91 |              58 |              99 |                1,970 |                1,903 |                 0.00 |                  0.18 |                 2.29 |
| 2015-06-08 |               83 |              72 |              93 |               72 |               91 |              60 |              99 |                1,977 |                1,980 |                 0.00 |                  0.19 |                 8.13 |
| 2015-06-10 |               84 |              74 |              94 |               73 |               91 |              57 |             100 |                1,955 |                1,902 |                 0.00 |                  0.19 |                 2.92 |
| 2015-06-13 |               80 |              74 |              86 |               73 |               91 |              57 |             101 |                1,979 |                1,911 |                 0.35 |                  0.21 |                 3.58 |
| 2015-06-14 |               81 |              74 |              88 |               73 |               91 |              55 |             102 |                1,903 |                1,998 |                 0.52 |                  0.21 |                 3.81 |
| 2015-06-15 |               83 |              75 |              90 |               73 |               92 |              55 |             100 |                1,903 |                2,011 |                 0.14 |                  0.21 |                 5.68 |
| 2015-06-17 |               80 |              76 |              84 |               74 |               92 |              62 |             100 |                1,989 |                1,902 |                 0.70 |                  0.21 |                 1.51 |
| 2015-06-26 |               86 |              77 |              94 |               75 |               92 |              59 |             105 |                1,974 |                2,012 |                 0.13 |                  0.19 |                10.34 |
| 2015-06-29 |               84 |              76 |              92 |               75 |               93 |              59 |             107 |                1,974 |                2,013 |                 0.00 |                  0.19 |                 2.50 |
| 2015-06-30 |               82 |              72 |              92 |               75 |               93 |              61 |             103 |                1,985 |                1,980 |                 2.26 |                  0.19 |                 2.26 |
